orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua
4,rao carapachay y arroyo gallo fiambre,ti003,30/11/2016,2016,primavera,,,,,,,,,8000,3000,,3.1,1.2,,,,21,,,,,,,18.0,extremadamente deteriorada
5,rao reconquista y rao lujan,ti004,30/11/2016,2016,primavera,,,,,,,,,4000,3700,,2.66,0.6,,,,13,,,,,,,19.0,extremadamente deteriorada
6,rio tigre 100m antes del rio lujan,ti005,30/11/2016,2016,primavera,,,,,,,,,42000,12700,,1.77,6,,,,63,,,,,,,16.0,extremadamente deteriorada
7,rao lujan y canal san fernando,ti007,30/11/2016,2016,primavera,,,,,,,,,1800,1400,,2.66,3.2,,,,17,,,,,,,21.0,extremadamente deteriorada
8,rao capitan y rao san antonio,ti008,30/11/2016,2016,primavera,,,,,,,,,2500,2000,,2.22,1.1,,,,25,,,,,,,20.0,extremadamente deteriorada
9,arroyo abra vieja y santa rosa,ti009,30/11/2016,2016,primavera,,,,,,,,,1400,1300,,2.66,1.3,,,,33,,,,,,,22.0,extremadamente deteriorada
10,del arca,sf015,30/11/2016,2016,primavera,,,,,,,,,,,,,,,,,,,,,,,,,
11,espiga3n la farola,si021,30/11/2016,2016,primavera,25.9,,4.95,7.06,,,,,8000,1300,,3.1,0.9,,,,17,,,,,,,24.0,extremadamente deteriorada
12,reserva ecola3gica,si022,30/11/2016,2016,primavera,27.3,,5.07,7.45,,,,,5000,700,,5.76,1,,,,42,,,,,,,40.0,extremadamente deteriorada
13,playa espiga3n de pacheco,si024,30/11/2016,2016,primavera,29.9,,7.03,8.09,,,,,40000,1700,,11.96,0.1,,,,17,,,,,,,39.0,extremadamente deteriorada
14,perao puente,si023,30/11/2016,2016,primavera,25.9,,,7.06,,,,,30000,14000,,26.14,3.5,,,,104,,,,,,,30.0,extremadamente deteriorada
15,reserva barrio el ceibo,vl033,30/11/2016,2016,primavera,25.5,,,8.19,,,,,10000,9200,,15.51,1.2,,,,100,,,,,,,31.0,extremadamente deteriorada
16,puerto de olivos espiga3n,vl032,30/11/2016,2016,primavera,24.9,,,7.68,,,,,1600,800,,8.42,0.7,,,,42,,,,,,,42.0,extremadamente deteriorada
17,costa y melo,vl031,30/11/2016,2016,primavera,25.5,,,7.98,,,,,2000,1900,,14.18,0.1,,,,33,,,,,,,46.0,muy deteriorada
18,parque de los niaos,ca041,30/11/2016,2016,primavera,28.0,,4.98,7.6,,,,,30000,30000,,,1.4,,,,,,,,,,,21.0,extremadamente deteriorada
19,costanera norte - espiga3n abanico,ca044,30/11/2016,2016,primavera,25.5,,7.9,8.1,,,,,20000,13000,,,2.6,,,,,,,,,,,30.0,extremadamente deteriorada
20,club de pescadores,ca046,30/11/2016,2016,primavera,27.2,,6.79,8.1,,,,,4700,4300,,,1.8,,,,,,,,,,,33.0,extremadamente deteriorada
21,reserva ecola3gica costanera sur - playita,ca047,30/11/2016,2016,primavera,25.7,,7.81,8.37,,,,,530,530,,,0.8,,,,,,,,,,,50.0,muy deteriorada
22,escollera de propaneros,av054,30/11/2016,2016,primavera,25.8,,4.4,5.8,,,,,14000,1000,,2.66,3.3,,,,108,,,,,,,20.0,extremadamente deteriorada
23,polo petroquamico dock sud,av051,30/11/2016,2016,primavera,25.3,,4.7,6,,,,,16500,8000,,3.99,1.2,,,,75,,,,,,,19.0,extremadamente deteriorada
24,arroyo saranda,av052,30/11/2016,2016,primavera,25.3,,2.3,6.4,,,,,3000,1600,,2.44,3.5,,,,96,,,,,,,24.0,extremadamente deteriorada
25,costa de villa domanico,av055,30/11/2016,2016,primavera,25.7,,2,6.6,,,,,2500,100,,1.99,2.9,,,,42,,,,,,,44.0,extremadamente deteriorada
26,arroyo santo domingo,av053,30/11/2016,2016,primavera,25.1,,2.2,6.5,,,,,4000,3800,,1.77,3.7,,,,88,,,,,,,30.0,extremadamente deteriorada
27,espora 400 m,qu061,30/11/2016,2016,primavera,25.6,,4.08,7.17,,,,,1400,600,,5.32,1.2,,,,33,,,,,,,40.0,extremadamente deteriorada
28,nautico 400 m,qu062,30/11/2016,2016,primavera,25.4,,4.53,7.63,,,,,1800,300,,5.76,1.2,,,,67,,,,,,,40.0,extremadamente deteriorada
29,pejerrey club 400 m,qu063,30/11/2016,2016,primavera,27.2,,4.59,7.26,,,,,3000,1700,,8.86,1,,,,21,,,,,,,33.0,extremadamente deteriorada
30,calle 14 y costa - salida cloaca,bz078,30/11/2016,2016,primavera,25.8,,,,,,,,18000,1000,,10.19,2.1,,,,58,,,,,,,26.0,extremadamente deteriorada
31,puerto trinidad calle 47,bz077,30/11/2016,2016,primavera,23.1,,,,,,,,1000,400,,10.19,0.1,,,,33,,,,,,,52.0,muy deteriorada
32,costanera hudson calle 63,bz080,30/11/2016,2016,primavera,22.2,,,,,,,,1000,<100,,7.53,0.1,,,,46,,,,,,,65.0,deteriorada
33,camping eva pera3n,en081,30/11/2016,2016,primavera,23.0,,8.74,8.37,,,,,4000,1600,,7.53,0.1,,,,21,,,,,,,46.0,muy deteriorada
34,toma de agua club de pesca,en082,30/11/2016,2016,primavera,23.0,,6.22,7.73,,,,,1600,100,,8.86,0.1,,,,29,,,,,,,65.0,deteriorada
35,arroyo el gato,en083,30/11/2016,2016,primavera,24.0,,0.8,7.62,,,,,21000,9100,,3.54,13.1,,,,112,,,,,,,27.0,extremadamente deteriorada
36,ensenada prefectura isla santiago,en084,30/11/2016,2016,primavera,24.0,,5.4,7.66,,,,,8500,400,,8.42,0.1,,,,<10,,,,,,,43.0,extremadamente deteriorada
37,balneario palo blanco,bs092,30/11/2016,2016,primavera,21.0,,4.14,8.21,,,,,25000,10000,,3.99,15.7,,,,142,,,,,,,27.0,extremadamente deteriorada
38,playa la bagliardi,bs091,30/11/2016,2016,primavera,18.9,,7.17,8.33,,,,,12000,400,,4.43,0.2,,,,63,,,,,,,42.0,extremadamente deteriorada
39,playa la balandra,bs093,30/11/2016,2016,primavera,18.7,,8.8,8.52,,,,,2000,<100,,4.43,0.1,,,,42,,,,,,,56.0,muy deteriorada
1,canal villanueva y rio lujan,ti001,8/3/2017,2017,verano,,,6.01,7.61,,,,,3000,700,,5.32,<0.05,,,15,28,0.21,,,,,,,
2,rio lujan y arroyo caraguata,ti006,8/3/2017,2017,verano,,,6.54,7.12,,,,,34000,9000,,3.15,2.8,,,15,28,0.3,,,,,,,
3,canal aliviador y rio lujan,ti002,8/3/2017,2017,verano,,,4.8,7.8,,,,,6000,800,,3.99,<0.05,,,28,40,0.29,,,,,,,
4,rio carapachay y arroyo gallo fiambre,ti003,8/3/2017,2017,verano,,,5.89,7.2,,,,,6000,300,,3.72,<0.05,,,5,15,0.21,,,,,,,
5,rio reconquista y rio lujan,ti004,8/3/2017,2017,verano,,,4.5,7,,,,,4000,400,,3.99,0.7,,,23,35,0.4,,,,,,,
6,rio tigre 100m antes del rio lujan,ti005,8/3/2017,2017,verano,,,5.53,7,,,,,26000,8000,,4.87,2.6,,,15,48,0.7,,,,,,,
7,rio lujan y canal san fernando,ti007,8/3/2017,2017,verano,,,4.44,7.94,,,,,33000,8500,,8.86,3.1,,,10,35,0.3,,,,,,,
8,rio capitan y rio san antonio,ti008,8/3/2017,2017,verano,,,6.82,7.34,,,,,4000,100,,6.65,<0.05,,,10,32,0.24,,,,,,,
9,arroyo abra vieja y santa rosa,ti009,8/3/2017,2017,verano,,,6.46,7.36,,,,,3000,200,,4.43,<0.05,,,15,25,0.23,,,,,,,
10,del arca,sf015,8/3/2017,2017,verano,,,,,,,,,,,,,,,,,,,,,,,,,
11,espigon la farola,si021,8/3/2017,2017,verano,24.8,,5.75,7.53,,,,,3000,600,,6.2,0.5,,,9,18,<0.1,,,,,,,
12,reserva ecologica,si022,8/3/2017,2017,verano,24.3,,7.36,7.77,,,,,4000,1000,,6.2,0.5,,,15,28,0.11,,,,,,,
13,playa espigon de pacheco,si024,8/3/2017,2017,verano,24,,7.93,8.19,,,,,6600,1000,,12.4,0.3,,,14,28,0.1,,,,,,,
14,peru puente,si023,8/3/2017,2017,verano,23.8,,4.45,7.61,,,,,30000,28000,,25.25,5,,,3,21,<0.1,,,,,,,
15,reserva barrio el ceibo,vl033,8/3/2017,2017,verano,22.9,,6.9,7.44,,,,,20000,4800,,9.3,2.4,,,15,28,<0.1,,,,,,,
16,puerto de olivos espigon,vl032,8/3/2017,2017,verano,23.6,,7,7.11,,,,,4200,3000,,13.29,0.1,,,15,25,<0.1,,,,,,,
17,costa y melo,vl031,8/3/2017,2017,verano,23.8,,7.8,7.45,,,,,20800,11200,,11.08,0.2,,,10,22,<0.1,,,,,,,
18,parque de los ninos,ca041,8/3/2017,2017,verano,23.9,,8.1,8.0,,,,,4000,4000,,6,0.6,,,5,,,,,,,,,
19,costanera norte - espigon abanico,ca044,8/3/2017,2017,verano,23.7,,4.9,7.6,,,,,6000,5500,,6,0.6,,,5,,,,,,,,,
20,club de pescadores,ca046,8/3/2017,2017,verano,23.6,,5.5,7.7,,,,,8000,8000,,2,0.6,,,5,,,,,,,,,
21,reserva ecologica costanera sur - playita,ca047,8/3/2017,2017,verano,24.9,,5.3,7.8,,,,,7000,7000,,4,0.5,,,5,,,,,,,,,
22,escollera de propaneros,av054,8/3/2017,2017,verano,25.9,,2.28,6.1,,,,,22000,5200,,7.09,1.3,,,16,32,0.27,,,,,,,
23,polo petroquimico dock sud,av051,8/3/2017,2017,verano,24.7,,6.62,6.3,,,,,8600,4200,,4.87,0.5,,,6,18,0.31,,,,,,,
24,arroyo sarandi,av052,8/3/2017,2017,verano,25.2,,5.6,6.4,,,,,7200,1700,,33.23,1.3,,,8,15,0.27,,,,,,,
25,costa de villa dominico,av055,8/3/2017,2017,verano,25.5,,7.52,6.7,,,,,11600,2000,,10.19,1.2,,,22,30,0.12,,,,,,,
26,arroyo santo domingo,av053,8/3/2017,2017,verano,25.5,,1.29,6.9,,,,,24000,2800,,10.63,1.2,,,10,21,0.25,,,,,,,
27,espora 400 m,qu061,8/3/2017,2017,verano,,,,,,,,,,,,,,,,,,,,,,,,,
28,nautico 400 m,qu062,8/3/2017,2017,verano,26,,7.14,7.46,,,,,3400,800,,13.29,<0.05,,,30,45,0.6,,,,,,,
29,pejerrey club 400 m,qu063,8/3/2017,2017,verano,,,,,,,,,,,,,,,,,,,,,,,,,
30,calle 14 y costa - salida cloaca,bz078,8/3/2017,2017,verano,20.5,,9.04,8.04,,,,,4600,1400,,11.08,0.3,,,16,33,<0.1,,,,,,,
31,puerto trinidad calle 47,bz077,8/3/2017,2017,verano,,,,,,,,,,,,,,,,,,,,,,,,,
32,costanera hudson calle 63,bz080,8/3/2017,2017,verano,20.5,,7.62,7.56,,,,,3500,400,,7.97,<0.05,,,24,49,0.23,,,,,,,
33,camping eva peron,en081,8/3/2017,2017,verano,22.8,,8.22,8.18,,,,,6000,200,,9.75,<0.05,,,10,25,0.36,,,,,,,
34,toma de agua club de pesca,en082,8/3/2017,2017,verano,23.6,,6.53,7.85,,,,,3000,200,,11.96,<0.05,,,15,32,0.41,,,,,,,
35,arroyo el gato,en083,8/3/2017,2017,verano,23.9,,0.78,7.87,,,,,16000,4000,,4.87,2.6,,,25,48,0.32,,,,,,,
36,ensenada prefectura isla santiago,en084,8/3/2017,2017,verano,23.1,,4.67,7.62,,,,,3400,200,,10.63,<0.05,,,10,24,0.2,,,,,,,
37,balneario palo blanco,bs092,8/3/2017,2017,verano,,,,,,,,,,,,,,,,,,,,,,,,,
38,diagonal 66 (descarga cloaca),bs095,8/3/2017,2017,verano,22,,3.09,8.05,,,,,19000,4000,,4.43,2.6,,,30,102,0.95,,,,,,,
39,playa la bagliardi,bs091,8/3/2017,2017,verano,,,,,,,,,,,,,,,,,,,,,,,,,
40,balneario municipal,bs094,8/3/2017,2017,verano,19,,6.42,8.13,,,,,5000,1500,,16.39,<0.05,,,10,55,1.1,,,,,,,
41,playa la balandra,bs093,8/3/2017,2017,verano,20,,6.66,7.51,,,,,20000,400,,6.65,<0.05,,,20,47,<0.1,,,,,,,
1,canal villa nueva y rio lujan,ti001,31/5/2017,2017,otono,,,7.69,7.06,,,,,6400,2500,,5.32,0.5,,,10,22,<0.1,,,,,,,
2,rio lujan y arroyo caraguata,ti006,31/5/2017,2017,otono,,,8.02,7.01,,,,,1400,1200,,11.08,0.4,,,20,54,1,,,,,,,
3,canal aliviador y rio lujan,ti002,31/5/2017,2017,otono,,,8.31,7.12,,,,,20000,5800,,3.99,4.3,,,15,48,0.4,,,,,,,
4,rio carapachay y arroyo gallo fiambre,ti003,31/5/2017,2017,otono,,,8.07,7.23,,,,,7400,2200,,3.1,0.4,,,5,19,0.2,,,,,,,
5,rio reconquista y rio lujan,ti004,31/5/2017,2017,otono,,,7.6,6.71,,,,,7000,4200,,9.3,2.9,,,20,51,0.9,,,,,,,
6,rio tigre 100m antes del rio lujan,ti005,31/5/2017,2017,otono,,,8,7.23,,,,,2400,1100,,4.43,0.7,,,15,29,0.3,,,,,,,
7,rio lujan y canal san fernando,ti007,31/5/2017,2017,otono,,,10.25,7.3,,,,,3400,600,,4.87,0.7,,,5,19,0.2,,,,,,,
8,rio capitan y rio san antonio,ti008,31/5/2017,2017,otono,,,9.07,7.15,,,,,3200,1200,,3.99,0.5,,,5,16,0.2,,,,,,,
9,arroyo abra vieja y santa rosa,ti009,31/5/2017,2017,otono,,,9.73,7.05,,,,,10000,3200,,6.2,2.6,,,10,44,0.4,,,,,,,
10,del arca,sf015,31/5/2017,2017,otono,,,,,,,,,,,,,,,,,,,,,,,,,
11,espigon la farola,si021,31/5/2017,2017,otono,15,,8.8,7.53,,,,,800,600,,4.87,0.6,,,2,11,<0.1,,,,,,,
12,reserva ecologica,si022,31/5/2017,2017,otono,14.4,,8.51,7.64,,,,,1200,1000,,4.87,0.5,,,4,20,0.1,,,,,,,
13,playa espigon de pacheco,si024,31/5/2017,2017,otono,14,,9.05,7.75,,,,,8500,2200,,6.2,0.5,,,4,19,0.2,,,,,,,
14,peru puente,si023,31/5/2017,2017,otono,17.5,,3.42,7.56,,,,,20000,3000,,26.58,2.1,,,10,25,0.5,,,,,,,
15,reserva barrio el ceibo,vl033,31/5/2017,2017,otono,14.3,,7.7,7.28,,,,,1200,1100,,8.86,0.7,,,5,25,0.4,,,,,,,
16,puerto de olivos espigon,vl032,31/5/2017,2017,otono,14.2,,7.3,7.78,,,,,3200,800,,7.97,0.8,,,8,32,0.5,,,,,,,
17,costa y melo,vl031,31/5/2017,2017,otono,14,,7.6,7.3,,,,,3400,200,,12.85,0.7,,,10,23,0.3,,,,,,,
18,parque de los ninos,ca041,31/5/2017,2017,otono,14.4,,8.4,6.6,,,,,590,590,,12,0.6,,,5,145,no miden,,,,,,,
19,costanera norte - espigon abanico,ca044,31/5/2017,2017,otono,17,,8.2,7.1,,,,,1100,1100,,11,0.4,,,5,179,no miden,,,,,,,
20,club de pescadores,ca046,31/5/2017,2017,otono,14.5,,6,7.3,,,,,82000,70000,,11,2.1,,,5,215,no miden,,,,,,,
21,reserva ecologica costanera sur - playita,ca047,31/5/2017,2017,otono,14.7,,9.3,7.4,,,,,5600,4600,,11,0.3,,,5,149,no miden,,,,,,,
22,escollera de propaneros,av054,31/5/2017,2017,otono,16.3,,4.6,6.3,,,,,14000,3000,,8.42,2.1,,,16,43,0.5,,,,,,,
23,polo petroquimico dock sud,av051,31/5/2017,2017,otono,15.7,,7.29,6.4,,,,,9000,1000,,4.87,0.9,,,14,41,<0.1,,,,,,,
24,arroyo sarandi,av052,31/5/2017,2017,otono,15.8,,6.57,6.4,,,,,8000,4000,,4.87,1.5,,,6,16,0.9,,,,,,,
25,costa de villa dominico,av055,31/5/2017,2017,otono,15.9,,2.3,6.4,,,,,1600,300,,5.32,1.9,,,30,70,0.3,,,,,,,
26,arroyo santo domingo,av053,31/5/2017,2017,otono,16,,4.6,6.5,,,,,1000,200,,3.99,1.7,,,18,69,0.2,,,,,,,
27,espora 400 m,qu061,31/5/2017,2017,otono,15.6,,7.94,6.7,,,,,200,100,,4.87,1.5,,,12,22,<0.1,,,,,,,
28,nautico 400 m,qu062,31/5/2017,2017,otono,14.4,,8.62,7.1,,,,,200,100,,4.87,1,,,10,18,<0.1,,,,,,,
29,pejerrey club 400 m,qu063,31/5/2017,2017,otono,14.4,,8.45,7.13,,,,,800,99,,5.32,0.1,,,12,25,<0.1,,,,,,,
30,calle 14 y costa - salida cloaca,bz078,31/5/2017,2017,otono,11.3,,8.07,7.33,,,,,15000,4600,,18.16,1.8,,,12,29,0.4,,,,,,,
31,puerto trinidad calle 47,bz077,31/5/2017,2017,otono,12.6,,7.94,7.63,,,,,8000,1500,,17.28,2.1,,,16,26,0.5,,,,,,,
32,costanera hudson calle 63,bz080,31/5/2017,2017,otono,10.1,,5.01,4.79,,,,,2000,500,,8.86,0.3,,,20,41,0.6,,,,,,,
33,camping eva peron,en081,31/5/2017,2017,otono,11.5,,9.63,8.11,,,,,200,200,,12.85,0.3,,,6,19,0.4,,,,,,,
34,toma de agua club de pesca,en082,31/5/2017,2017,otono,,,7.83,,,,,,1000,99,,9.75,0.4,,,15,22,0.2,,,,,,,
35,arroyo el gato,en083,31/5/2017,2017,otono,13.9,,4.07,7.6,,,,,3200,1100,,9.3,2.1,,,15,32,0.1,,,,,,,
36,ensenada prefectura isla santiago,en084,31/5/2017,2017,otono,13.6,,7.47,7.83,,,,,800,100,,9.3,0.6,,,11,20,0.2,,,,,,,
37,diagonal 66 (descarga cloaca),bs095,31/5/2017,2017,otono,12,,4.44,8.52,,,,,22000,2000,,4.43,2.9,,,10,25,1.1,,,,,,,
38,playa la bagliardi,bs091,31/5/2017,2017,otono,15. 11,,7.81,8.04,,,,,1500,1000,,9.75,2,,,15,48,0.5,,,,,,,
39,playa la balandra,bs093,31/5/2017,2017,otono,15. 11,,7.81,8.04,,,,,500,99,,7.09,0.2,,,10,19,0.1,,,,,,,
1,canal villa nueva y rio lujan,ti001,16/8/2017,2017,invierno,15,,6.98,7.23,,,,,8800,8000,,4.65,2.8,,,21,40,0.77,,,,,,,
2,rio lujan y arroyo caraguata,ti006,16/8/2017,2017,invierno,15.4,,8.12,7.45,,,,,4600,2200,,5.54,1,,,10,15,<0.3,,,,,,,
3,canal aliviador y rio lujan,ti002,16/8/2017,2017,invierno,15,,6.77,7.44,,,,,5200,3900,,5.32,2.3,,,15,21,0.64,,,,,,,
4,rio carapachay y arroyo gallo fiambre,ti003,16/8/2017,2017,invierno,14.4,,7.89,7.55,,,,,7800,7000,,5.32,3.9,,,22,31,0.34,,,,,,,
5,rio reconquista y rio lujan,ti004,16/8/2017,2017,invierno,15.2,,7.1,6.8,,,,,6000,4600,,5.76,3.3,,,17,28,0.77,,,,,,,
6,rio tigre 100m antes del rio lujan,ti005,16/8/2017,2017,invierno,15,,6.45,7.02,,,,,20000,8200,,12.85,3.8,,,28,88,1.04,,,,,,,
7,rio lujan y canal san fernando,ti007,16/8/2017,2017,invierno,15.3,,5.56,6.78,,,,,14000,6600,,4.65,1.3,,,20,30,0.8,,,,,,,
8,rio capitan y rio san antonio,ti008,16/8/2017,2017,invierno,14.8,,8.22,7.25,,,,,7600,6000,,12.63,2.8,,,6,17,<0.3,,,,,,,
9,arroyo abra vieja y santa rosa,ti009,16/8/2017,2017,invierno,14.8,,8.26,7.29,,,,,7000,3300,,10.19,1,,,8,18,<0.3,,,,,,,
10,del arca,sf015,16/8/2017,2017,invierno,17.8,,3.84,7.79,,,,,6400,3000,,11.96,2.8,,,14,20,0.37,,,,,,,
11,espigon la farola,si021,16/8/2017,2017,invierno,16,,7.1,7.54,,,,,800,500,,7.09,0.5,,,6,24,0.83,,,,,,,
12,reserva ecologica,si022,16/8/2017,2017,invierno,15.6,,7.01,7.56,,,,,1200,300,,6.65,0.4,,,6,<10,0.61,,,,,,,
13,playa espigon de pacheco,si024,16/8/2017,2017,invierno,15.4,,6.62,7.59,,,,,1600,1200,,9.3,0.6,,,5,17,0.61,,,,,,,
14,peru puente,si023,16/8/2017,2017,invierno,17.2,,4.28,7.55,,,,,2000,1000,,28.8,1,,,8,14,0.86,,,,,,,
15,reserva barrio el ceibo,vl033,16/8/2017,2017,invierno,15.7,,7.5,7.52,,,,,3400,3200,,7.31,0.7,,,5,12,<0.3,,,,,,,
16,puerto de olivos espigon,vl032,16/8/2017,2017,invierno,16.1,,6.7,7.16,,,,,8400,5100,,9.75,0.7,,,10,27,<0.3,,,,,,,
17,costa y melo,vl031,16/8/2017,2017,invierno,16,,8.5,7.65,,,,,7600,4600,,10.19,0.6,,,24,32,<0.3,,,,,,,
18,parque de los ninos,ca041,16/8/2017,2017,invierno,16.6,,4.6,7.5,,,,,200,200,,12,0.5,,,5,55,,,,,,,,
19,costanera norte - espigon abanico,ca044,16/8/2017,2017,invierno,15.8,,5.4,7.8,,,,,2000,2000,,13,1.2,,,5,65,,,,,,,,
20,club de pescadores,ca046,16/8/2017,2017,invierno,15.8,,3.7,7.5,,,,,3500,3500,,7,3,,,7,40,,,,,,,,
21,reserva ecologica costanera sur - playita,ca047,16/8/2017,2017,invierno,15.4,,4.6,7.7,,,,,600,500,,2,1.5,,,5,70,,,,,,,,
22,escollera de propaneros,av054,16/8/2017,2017,invierno,15.6,,5.22,6.3,,,,,4000,1000,,6.2,1.1,,,8,43,0.34,,,,,,,
23,polo petroquimico dock sud,av051,16/8/2017,2017,invierno,16.1,,4.88,6.3,,,,,4000,2100,,7.09,1,,,8,26,<0.3,,,,,,,
24,arroyo sarandi,av052,16/8/2017,2017,invierno,16.4,,2.3,6.4,,,,,1400,1200,,8.64,1,,,8,43,0.52,,,,,,,
25,costa de villa dominico,av055,16/8/2017,2017,invierno,16.4,,3.56,6.5,,,,,3400,1400,,5.32,1.2,,,10,40,<0.3,,,,,,,
26,arroyo santo domingo,av053,16/8/2017,2017,invierno,16.5,,3.71,6.5,,,,,2400,900,,7.09,1.1,,,5,14,1.38,,,,,,,
27,espora 400 m,qu061,16/8/2017,2017,invierno,16,,5.8,7.09,,,,,6800,6400,,8.42,1.1,,,5,12,0.98,,,,,,,
28,nautico 400 m,qu062,16/8/2017,2017,invierno,15.5,,7.52,7.44,,,,,1600,200,,6.87,0.6,,,2,88,0.83,,,,,,,
29,pejerrey club 400 m,qu063,16/8/2017,2017,invierno,16.1,,7.88,7.52,,,,,1000,100,,5.54,1,,,2,17,1.38,,,,,,,
30,calle 14 y costa - salida cloaca,bz078,16/8/2017,2017,invierno,12.2,,7.22,7.83,,,,,14800,4500,,14.62,2.6,,,12,27,<0.3,,,,,,,
31,puerto trinidad calle 47,bz077,16/8/2017,2017,invierno,12.9,,6.95,8.85,,,,,3000,2300,,12.4,1,,,8,56,<0.3,,,,,,,
32,costanera hudson calle 63,bz080,16/8/2017,2017,invierno,10.9,,7.65,7.27,,,,,1600,400,,9.75,0.5,,,5,30,<0.3,,,,,,,
33,camping eva peron,en081,16/8/2017,2017,invierno,14,,9.22,8.08,,,,,800,400,,10.41,0.6,,,5,24,1.04,,,,,,,
34,toma de agua club de pesca,en082,16/8/2017,2017,invierno,14,,8.22,7.96,,,,,400,200,,17.72,0.3,,,5,33,0.46,,,,,,,
35,arroyo el gato,en083,16/8/2017,2017,invierno,14,,3.2,7.39,,,,,2400,1100,,13.73,1.2,,,24,35,0.55,,,,,,,
36,ensenada prefectura isla santiago,en084,16/8/2017,2017,invierno,14,,8.42,7.98,,,,,1800,99,,7.97,0.6,,,30,40,0.77,,,,,,,
37,playa la bagliardi,bs091,16/8/2017,2017,invierno,,,,,,,,,,,,,,,,,,,,,,,,,
38,balneario municipal,bs094,16/8/2017,2017,invierno,,,,,,,,,,,,,,,,,,,,,,,,,
39,playa la balandra,bs093,16/8/2017,2017,invierno,,,,,,,,,,,,,,,,,,,,,,,,,
1,canal villa nueva y rio lujan,ti001,22/11/2017,2017,primavera,,,6.52,7.02,,,,,1000,600,,4.3,1.02,,,15,24,2.14,,,,,,,
2,rio lujan y arroyo caraguata,ti006,22/11/2017,2017,primavera,,,5.98,6.8,,,,,100,99,,4.65,1.83,,,12,27,0.77,,,,,,,
3,canal aliviador y rio lujan,ti002,22/11/2017,2017,primavera,,,6.33,7.27,,,,,6400,4300,,2.97,3.11,,,12,17,2.85,,,,,,,
4,rio carapachay y arroyo gallo fiambre,ti003,22/11/2017,2017,primavera,,,7.15,7.03,,,,,2400,700,,4.12,0.91,,,20,27,1.04,,,,,,,
5,rio reconquista y rio lujan,ti004,22/11/2017,2017,primavera,,,6.83,7,,,,,16400,9200,,3.37,5.44,,,20,27,2.14,,,,,,,
6,rio tigre 100m antes del rio lujan,ti005,22/11/2017,2017,primavera,,,5.89,7.21,,,,,45000,20000,,2.53,6.07,,,22,47,0.92,,,,,,,
7,rio lujan y canal san fernando,ti007,22/11/2017,2017,primavera,,,5.98,6.8,,,,,15000,14000,,3.68,5.22,,,10,24,1.41,,,,,,,
8,rio capitan y rio san antonio,ti008,22/11/2017,2017,primavera,,,7.9,7.11,,,,,10000,3100,,4.3,0.95,,,13,17,1.16,,,,,,,
9,arroyo abra vieja y santa rosa,ti009,22/11/2017,2017,primavera,,,7.02,7.16,,,,,2000,1000,,3.81,1.7,,,12,46,1.01,,,,,,,
10,del arca,sf015,22/11/2017,2017,primavera,21.1,,4.78,7.31,,,,,2000,1500,,4.3,1.22,,,12,21,1.93,,,,,,,
11,espigon la farola,si021,22/11/2017,2017,primavera,23,,7.03,7.45,,,,,800,300,,4.43,0.84,,,10,17,3,,,,,,,
12,reserva ecologica,si022,22/11/2017,2017,primavera,22.7,,6.86,7.62,,,,,3600,200,,5.32,0.64,,,10,59,3.79,,,,,,,
13,playa espigon de pacheco,si024,22/11/2017,2017,primavera,25,,7.39,7.94,,,,,4000,3800,,7.97,0.73,,,12,25,1.81,,,,,,,
14,peru puente,si023,22/11/2017,2017,primavera,22.4,,3.57,7.51,,,,,27500,13000,,4.87,2.34,,,14,30,0.55,,,,,,,
15,reserva barrio el ceibo,vl033,22/11/2017,2017,primavera,21,,7.2,8.23,,,,,11200,7200,,11.52,1.41,,,16,37,1.47,,,,,,,
16,puerto de olivos espigon,vl032,22/11/2017,2017,primavera,19.6,,7.1,7.56,,,,,25000,8000,,5.32,1.41,,,16,33,2.39,,,,,,,
17,costa y melo,vl031,22/11/2017,2017,primavera,19.6,,8.4,7.76,,,,,5000,4800,,9.75,0.41,,,30,53,1.22,,,,,,,
18,parque de los ninos,ca041,22/11/2017,2017,primavera,20,,7.4,7.9,,,,,54000,54000,,7,0.9,,,8,35,no miden,,,,,,,
19,costanera norte - espigon abanico,ca044,22/11/2017,2017,primavera,19.4,,6.5,7.5,,,,,500,500,,13,0.77,,,5,42,no miden,,,,,,,
20,club de pescadores,ca046,22/11/2017,2017,primavera,20,,3,7.5,,,,,80000,80000,,14,5.14,,,9,25,no miden,,,,,,,
21,reserva ecologica costanera sur - playita,ca047,22/11/2017,2017,primavera,19.1,,7.3,8.1,,,,,600,600,,5,0.26,,,5,38,no miden,,,,,,,
22,escollera de propaneros,av054,22/11/2017,2017,primavera,20.1,,3.65,7.1,,,,,2400,2000,,4.34,1.63,,,26,70,1.81,,,,,,,
23,polo petroquimico dock sud,av051,22/11/2017,2017,primavera,19.8,,6.07,6.9,,,,,6000,2200,,4.43,0.73,,,12,40,1.01,,,,,,,
